camera_id,name,latitude,longitude,area,is_online,image_url,video_url,corridor,in_region,match_reason
d45fb588-de4c-4139-9e27-5b2d4c371b3d,York Ave @ 72 St,40.76687,-73.9538,Manhattan,True,https://webcams.nyctmc.org/api/cameras/d45fb588-de4c-4139-9e27-5b2d4c371b3d/image,,East Side avenues,True,inside polygon
f2b94b32-fc41-42b6-935d-8330374ca05a,1 Ave @ 110 St,40.792177,-73.93825,Manhattan,True,https://webcams.nyctmc.org/api/cameras/f2b94b32-fc41-42b6-935d-8330374ca05a/image,,East Side avenues,True,inside polygon
d2940392-4ee6-433a-ae24-f4f4f15f2566,MHB-16A Manh East of Colonnade Entr,40.715131,-73.995022,Manhattan,True,https://webcams.nyctmc.org/api/cameras/d2940392-4ee6-433a-ae24-f4f4f15f2566/image,,,True,inside polygon
d1d8cd99-7609-409a-a739-f5913dabf4e6,Lexington Ave @ 49 St,40.7558782935853,-73.972833819289,Manhattan,True,https://webcams.nyctmc.org/api/cameras/d1d8cd99-7609-409a-a739-f5913dabf4e6/image,,East Side avenues,True,inside polygon
9f6b60c8-b940-4eec-a3c5-4b60d24c751b,YORK AVENUE @ EAST 60 STREET,40.759303,-73.959266,Manhattan,True,https://webcams.nyctmc.org/api/cameras/9f6b60c8-b940-4eec-a3c5-4b60d24c751b/image,,,True,inside polygon
1546f761-039c-4b5c-af5e-75c83c9f603f,Lexington Ave @ 42 St,40.7514494972593,-73.976060779701,Manhattan,True,https://webcams.nyctmc.org/api/cameras/1546f761-039c-4b5c-af5e-75c83c9f603f/image,,East Side avenues,True,inside polygon
d9cd00ff-9b8e-492f-8b02-db27b6cf847c,BB - Ramp from Pearl St - 156.104,40.710974,-74.003631,Manhattan,True,https://webcams.nyctmc.org/api/cameras/d9cd00ff-9b8e-492f-8b02-db27b6cf847c/image,,,True,inside polygon
d83aed40-b117-424b-8caf-35c3afe82527,East 60th St @ Queensboro Bridge Exit,40.760807,-73.962886,Manhattan,True,https://webcams.nyctmc.org/api/cameras/d83aed40-b117-424b-8caf-35c3afe82527/image,,Queensboro Bridge,True,inside polygon
6fc602cf-72c5-40cc-9a42-9a844de7bc1a,Grand St @ Essex St,40.716723,-73.989158,Manhattan,True,https://webcams.nyctmc.org/api/cameras/6fc602cf-72c5-40cc-9a42-9a844de7bc1a/image,,,True,inside polygon
69c109a1-a8dd-4164-bbc1-88497dc67c1e,MHB-20 Mahn S URW @ Anch,40.710786,-73.992738,Manhattan,True,https://webcams.nyctmc.org/api/cameras/69c109a1-a8dd-4164-bbc1-88497dc67c1e/image,,,True,inside polygon
6fa8acf2-f5bf-4200-afde-1240868ca3e3,Houston St @ Lafeyette St,40.725063,-73.995413,Manhattan,True,https://webcams.nyctmc.org/api/cameras/6fa8acf2-f5bf-4200-afde-1240868ca3e3/image,,,True,inside polygon
e0ac368d-414a-4606-bea5-236e94a2d5b5,Brooklyn Bridge @ Centre Street,40.712423,-74.004937,Manhattan,True,https://webcams.nyctmc.org/api/cameras/e0ac368d-414a-4606-bea5-236e94a2d5b5/image,,Brooklyn Bridge,True,inside polygon
e4542be1-fe19-4efa-a25e-0d0c1065c8a2,58 St @ QBB UL Approach,40.75959,-73.96396,Manhattan,True,https://webcams.nyctmc.org/api/cameras/e4542be1-fe19-4efa-a25e-0d0c1065c8a2/image,,Queensboro Bridge,True,inside polygon
7ae8f58a-84e9-4c9f-9e90-daa2dc548f20,Pearl Street @ St. James Pl,40.711038,-74.000466,Manhattan,True,https://webcams.nyctmc.org/api/cameras/7ae8f58a-84e9-4c9f-9e90-daa2dc548f20/image,,,True,inside polygon
786650de-d254-47dc-aa8a-de9a4c231a2a,2 Ave @ 23 St,40.737876,-73.980926,Manhattan,True,https://webcams.nyctmc.org/api/cameras/786650de-d254-47dc-aa8a-de9a4c231a2a/image,,East Side avenues,True,inside polygon
fcaf0a31-e2ec-4abe-815d-2623d5e7b87b,WBB SIR - 1 @ Manhattan Anchorage,40.7150465,-73.9772337,Manhattan,True,https://webcams.nyctmc.org/api/cameras/fcaf0a31-e2ec-4abe-815d-2623d5e7b87b/image,,,True,inside polygon
7a7016c5-a086-40fd-9298-90f17f8b6cea,5 Ave @ 49 St,40.7579183170509,-73.9776717716469,Manhattan,True,https://webcams.nyctmc.org/api/cameras/7a7016c5-a086-40fd-9298-90f17f8b6cea/image,,,True,inside polygon
79f45918-c13e-4357-9ccb-9e3e7ea5b6af,1 Ave @ 57 st,40.75823,-73.96289,Manhattan,True,https://webcams.nyctmc.org/api/cameras/79f45918-c13e-4357-9ccb-9e3e7ea5b6af/image,,East Side avenues,True,inside polygon
9a44eb83-317e-4d83-8f0d-e753316c537e,QBB LL CM @ E Channel,40.757631,-73.956358,Queens,True,https://webcams.nyctmc.org/api/cameras/9a44eb83-317e-4d83-8f0d-e753316c537e/image,,Queensboro Bridge,True,inside polygon
93dea5a7-a63f-4415-ae12-f32b62540f11,Kenmare St @ Cleveland pl,40.72147,-73.9974,Manhattan,True,https://webcams.nyctmc.org/api/cameras/93dea5a7-a63f-4415-ae12-f32b62540f11/image,,,True,inside polygon
dcef88ca-8811-4b82-8fa9-50225dd03bc4,Br Br-19 N Rdwy @ FDR Dr,40.708195,-73.999305,Manhattan,True,https://webcams.nyctmc.org/api/cameras/dcef88ca-8811-4b82-8fa9-50225dd03bc4/image,,FDR Drive,True,inside polygon
79e4e388-89f4-49ed-880f-390bb2b76651,QBB SOR @ 1 Ave,40.759953,-73.961713,Manhattan,True,https://webcams.nyctmc.org/api/cameras/79e4e388-89f4-49ed-880f-390bb2b76651/image,,Queensboro Bridge,True,inside polygon
fec41cf4-e167-48ae-9d40-785d8e86078d,MHB-16 Manhattan Colonade Entr,40.716139,-73.996063,Manhattan,True,https://webcams.nyctmc.org/api/cameras/fec41cf4-e167-48ae-9d40-785d8e86078d/image,,,True,inside polygon
a6811e67-15ac-4289-97be-9c6dd1ae1c75,QBB NOR @ 1 Ave,40.76009,-73.961613,Manhattan,True,https://webcams.nyctmc.org/api/cameras/a6811e67-15ac-4289-97be-9c6dd1ae1c75/image,,Queensboro Bridge,True,inside polygon
c733e881-862d-4874-9d00-9bfdc3b27cbc,Grand St @ Bowery,40.718427,-73.99483,Manhattan,True,https://webcams.nyctmc.org/api/cameras/c733e881-862d-4874-9d00-9bfdc3b27cbc/image,,,True,inside polygon
874223a4-dc80-4764-8d91-1590cd3737d4,FDR Dr @ 90 St,40.777422,-73.942713,Manhattan,True,https://webcams.nyctmc.org/api/cameras/874223a4-dc80-4764-8d91-1590cd3737d4/image,,FDR Drive,True,inside polygon
81db80c2-13fe-4ae7-8b47-c08aa42d512f,5 Ave @ 66 St,40.768651,-73.969814,Manhattan,True,https://webcams.nyctmc.org/api/cameras/81db80c2-13fe-4ae7-8b47-c08aa42d512f/image,,,True,inside polygon
ac9ea7e9-4ab8-4188-be33-40266bcf9378,2 AVE @ 86 St,40.77787,-73.9518,Manhattan,True,https://webcams.nyctmc.org/api/cameras/ac9ea7e9-4ab8-4188-be33-40266bcf9378/image,,East Side avenues,True,inside polygon
a3058350-1552-459f-8379-2fd06895e70a,Delancey St @ Bowery St,40.720317,-73.994016,Manhattan,True,https://webcams.nyctmc.org/api/cameras/a3058350-1552-459f-8379-2fd06895e70a/image,,,True,inside polygon
a26130e0-3c9b-4f43-b253-209d80d441f8,62 St @ QBB Upper Level exit ramp,40.76215,-73.96203,Manhattan,True,https://webcams.nyctmc.org/api/cameras/a26130e0-3c9b-4f43-b253-209d80d441f8/image,,Queensboro Bridge,True,inside polygon
e777e4b4-25cb-4c39-98fc-8d6b25cf7de7,Lexington Ave @ 53 St,40.758387,-73.971014,Manhattan,True,https://webcams.nyctmc.org/api/cameras/e777e4b4-25cb-4c39-98fc-8d6b25cf7de7/image,,East Side avenues,True,inside polygon
9561ad5f-0eda-460b-ab12-41caa4e0a91e,47 St Bet. 5 Ave @ Madison Ave- Manhattan,40.75632,-73.9777487,Manhattan,True,https://webcams.nyctmc.org/api/cameras/9561ad5f-0eda-460b-ab12-41caa4e0a91e/image,,East Side avenues,True,inside polygon
ebec9de9-3f56-477a-a413-2e0a09b2b6ba,Worth Street @ Lafayette Street,40.715579,-74.003036,Manhattan,True,https://webcams.nyctmc.org/api/cameras/ebec9de9-3f56-477a-a413-2e0a09b2b6ba/image,,,True,inside polygon
f9cb9d4c-10ad-42e4-8997-dbc9e12bd55a,E 14 St @ Irving Pl/Lexington Av,40.733978,-73.9888,Manhattan,True,https://webcams.nyctmc.org/api/cameras/f9cb9d4c-10ad-42e4-8997-dbc9e12bd55a/image,,East Side avenues,True,inside polygon
aa85b894-336d-42bb-9801-0359e452f845,1 Ave @ 62 St,40.761501,-73.960542,Manhattan,True,https://webcams.nyctmc.org/api/cameras/aa85b894-336d-42bb-9801-0359e452f845/image,,East Side avenues,True,inside polygon
f9ed4dbb-7dd1-4b0c-80df-7f5586109599,Queens Midtown Tunnel @ 35 St exit,40.746038,-73.976804,Manhattan,True,https://webcams.nyctmc.org/api/cameras/f9ed4dbb-7dd1-4b0c-80df-7f5586109599/image,,Queens-Midtown Tunnel,True,inside polygon
a4bb497d-7e15-47c4-9787-374b013efbbe,Madison Ave @ 79 St,40.776331,-73.962123,Manhattan,True,https://webcams.nyctmc.org/api/cameras/a4bb497d-7e15-47c4-9787-374b013efbbe/image,,East Side avenues,True,inside polygon
e029a178-4289-4914-bf64-109d43b0ae35,BB-27 South-West Manhattan Tower,40.707228,-73.998439,Manhattan,True,https://webcams.nyctmc.org/api/cameras/e029a178-4289-4914-bf64-109d43b0ae35/image,,,True,inside polygon
b5cf34ce-697e-42a1-b22f-8eb2c1f3e79e,1 Ave @ E. Houston St,40.723043,-73.988592,Manhattan,True,https://webcams.nyctmc.org/api/cameras/b5cf34ce-697e-42a1-b22f-8eb2c1f3e79e/image,,East Side avenues,True,inside polygon
ecdddb78-10be-47c6-ba27-e5d9da6b9a22,Water St @ John St,40.706852,-74.004992,Manhattan,True,https://webcams.nyctmc.org/api/cameras/ecdddb78-10be-47c6-ba27-e5d9da6b9a22/image,,,True,inside polygon
